TOPIC,TAXONOMY,CLASSIFICATION,GROUP,SUBGROUP,TIME_PERIOD,ESTIMATE,ESTIMATE_LCI,ESTIMATE_UCI,Barrier_Type
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,65 years and older,2023,2.2,1.9,2.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 65 years and older,65 years and older,2024,2.2,1.9,2.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2019,9.4,8.8,10.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2020,7.8,7.1,8.5,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2021,7.0,6.4,7.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2022,7.4,6.8,8.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2023,7.4,6.8,8.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,18-44 years,2024,9.1,8.5,9.8,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2019,9.9,9.1,10.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2020,7.9,7.3,8.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2021,7.4,6.8,8.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2022,7.3,6.6,7.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2023,7.7,7.0,8.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,45-64 years,2024,8.7,8.0,9.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2019,4.0,3.3,4.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2020,2.9,2.4,3.5,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2021,2.7,2.2,3.2,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2022,3.4,2.8,4.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2023,3.0,2.5,3.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,65-74 years,2024,2.9,2.4,3.5,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2019,2.6,1.9,3.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2020,1.5,1.0,2.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2021,1.4,1.0,1.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2022,1.4,1.0,1.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2023,1.1,0.7,1.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Age groups with 75 years and older,75 years and older,2024,1.4,1.0,1.8,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2019,14.8,13.4,16.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2020,13.1,11.4,15.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2021,11.8,10.4,13.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2022,12.4,10.8,14.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2023,12.8,11.2,14.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,With disability,2024,12.8,11.4,14.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2019,7.6,7.2,8.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2020,6.0,5.6,6.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2021,5.5,5.2,5.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2022,5.7,5.3,6.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2023,5.7,5.3,6.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Disability status,Without disability,2024,6.8,6.4,7.2,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2019,11.5,10.7,12.2,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2020,9.5,8.8,10.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2021,8.8,8.2,9.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2022,9.0,8.3,9.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2023,9.0,8.4,9.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,With functioning difficulties,2024,9.9,9.3,10.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2019,6.1,5.6,6.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2020,4.6,4.2,5.0,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2021,4.0,3.6,4.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2022,4.1,3.7,4.5,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2023,4.1,3.7,4.5,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Functioning difficulties status,Without functioning difficulties,2024,5.2,4.7,5.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2019,6.6,6.1,7.2,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2020,5.2,4.7,5.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2021,4.9,4.5,5.4,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2022,4.6,4.2,5.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2023,5.2,4.8,5.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Married,2024,6.4,5.9,6.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2019,12.8,11.5,14.1,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2020,10.4,9.2,11.7,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2021,8.8,7.8,9.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2022,8.7,7.6,9.8,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2023,9.1,8.0,10.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Divorced or separated,2024,9.7,8.6,10.9,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Widowed,2019,5.4,4.5,6.6,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Widowed,2020,4.1,3.0,5.3,No Medical Care
Did not get needed medical care due to cost,Healthcare access and quality,Demographic Characteristic,Marital status,Widowed,2021,4.1,3.3,5.1,No Medical Care
